Brand,Product_Description,Screen_Size,RAM,Processor,GPU,GPU_Type,Resolution,Condition,Price
0,80,15.6,0,14,12,2,0,3,799.99
3,78,14.0,1,9,3,1,1,3,199.99
1,73,14.603122508636531,5,126,134,0,46,1,145.0
1,79,14.0,2,10,3,0,1,1,215.0
3,77,14.0,2,33,5,0,4,2,289.98
5,71,12.4,2,23,5,0,8,2,379.99
3,80,14.1,0,39,1,0,4,0,321.19
0,76,16.0,2,12,0,0,5,3,400.0
1,77,15.6,0,12,0,0,0,4,499.99
1,78,15.6,3,2,5,0,1,0,328.06
2,80,17.3,2,6,3,1,1,3,340.0
1,78,14.0,0,16,0,0,0,4,799.99
0,66,14.0,2,46,3,1,7,2,399.0
5,80,13.5,2,2,2,0,3,3,749.95
3,79,14.0,2,4,0,0,1,2,405.0
1,79,14.0,0,18,2,0,0,3,389.0
9,77,13.3,2,4,0,0,0,3,483.99
0,72,14.0,0,4,0,0,0,3,525.0
1,76,14.603122508636531,1,9,3,1,1,3,399.0
2,80,15.6,0,7,9,2,0,2,869.99
1,79,17.3,0,29,149,2,0,1,749.0
1,73,14.0,5,23,5,0,4,3,299.99
1,71,14.0,3,16,106,2,0,4,199.99
0,80,13.3,2,4,0,0,0,0,260.95
1,73,13.4,2,6,0,0,5,4,539.99
4,80,16.0,2,55,0,0,5,2,599.49
3,76,15.6,0,98,6,1,0,0,229.0
1,79,14.0,9,9,3,0,18,0,289.99
1,80,15.6,0,16,150,2,21,1,841.99
0,80,14.0,2,25,5,0,5,2,379.99
1,78,15.6,3,29,70,2,0,3,551.8
3,77,14.0,0,4,0,0,0,0,539.96
1,80,17.3,0,48,3,2,18,2,929.99
1,80,15.6,0,7,12,2,5,2,399.0
3,79,13.3,2,18,31,0,0,3,399.0
3,80,17.3,0,33,151,0,0,2,449.0
11,77,17.0,1,142,3,3,49,1,599.99
3,79,14.0,1,143,3,1,1,4,349.78
3,72,14.0,2,66,5,0,0,2,265.0
5,58,12.4,8,0,3,0,1,3,409.99
0,77,14.0,0,2,91,0,0,1,249.99
4,79,14.0,2,4,0,0,0,3,339.0
3,67,15.6,2,16,0,0,4,3,399.0
3,79,15.6,2,27,13,2,0,2,558.88
3,56,15.6,2,23,0,0,0,2,639.0
0,80,14.0,0,84,74,2,18,1,220.0
3,78,14.0,0,14,0,0,5,4,949.95
0,80,16.0,0,7,0,0,5,3,560.0
1,70,14.0,2,4,0,0,0,3,399.99
0,80,13.3,2,144,152,0,5,3,449.99
1,62,15.6,7,29,3,0,0,3,699.0
0,72,14.0,1,23,5,0,0,0,373.46
5,75,15.0,2,14,0,2,35,3,650.0
3,79,17.3,9,33,5,0,18,3,298.0
2,79,15.6,2,6,153,2,0,2,649.99
1,71,14.0,0,11,154,0,0,3,299.99
1,79,15.6,2,2,5,0,1,0,215.26
0,80,16.0,0,7,3,0,1,2,873.26
0,78,14.0,0,145,43,0,5,3,499.95
5,76,13.5,0,29,3,0,3,0,549.99
1,79,14.0,3,14,50,0,0,1,649.99
5,77,13.0,1,146,3,5,24,4,849.99
1,71,15.6,7,16,5,0,16,4,549.99
3,78,15.6,1,7,0,0,0,2,599.0
1,64,14.0,0,6,0,0,0,1,400.0
5,67,13.5,0,29,66,1,3,3,574.99
5,68,13.5,0,11,155,0,3,3,519.75
1,75,13.0,0,4,3,0,1,3,459.99
1,79,14.0,0,2,3,0,1,0,234.06
9,80,16.0,0,7,20,2,11,2,289.49
0,80,15.6,2,2,2,0,0,0,350.96
3,78,13.3,2,16,0,0,0,2,849.99
1,71,14.0,2,2,2,0,0,4,229.99
1,78,14.0,0,16,0,0,0,4,799.99
0,77,15.6,3,18,133,0,0,0,481.46
7,80,17.3,0,147,11,0,0,2,939.0
3,80,13.5,0,12,0,0,23,4,999.99
1,74,14.0,0,148,81,0,0,1,479.99
3,78,17.3,2,4,0,0,0,2,505.75
1,79,14.0,0,12,0,2,10,3,990.0
0,79,15.6,3,14,3,2,1,2,845.06
0,79,15.6,7,29,156,2,0,0,589.45
4,79,15.6,0,14,20,2,0,2,850.0
1,79,15.6,0,12,69,0,0,2,899.99
0,75,17.3,2,25,5,0,0,3,385.0
0,78,13.3,0,16,3,0,1,2,704.06
1,80,14.0,2,6,5,0,0,3,509.99
0,35,14.0,2,33,5,0,0,2,334.15
1,71,13.4,0,14,0,0,5,2,799.0
14,75,14.1,2,14,0,1,0,2,419.99
0,78,14.0,2,23,5,0,0,3,379.95
7,78,14.0,0,4,0,0,0,2,478.49
3,79,14.0,0,1,5,1,0,3,429.69
1,79,15.6,2,23,5,0,0,4,195.99
0,76,14.0,2,12,5,0,5,2,589.0
9,78,15.6,2,0,0,1,0,3,459.99
3,77,14.0,0,4,0,0,0,0,539.96
3,78,14.0,2,4,0,0,0,3,291.2
0,78,14.0,2,84,0,0,0,3,449.0
1,80,15.6,0,18,157,0,0,4,519.99
1,80,13.0,0,49,1,0,4,1,205.0
2,76,15.6,0,149,99,2,7,2,699.99
0,78,15.6,0,60,25,0,0,0,607.45
1,73,14.0,2,4,0,0,0,0,368.96
1,78,15.6,0,16,0,0,0,4,449.0
2,80,13.4,0,30,158,1,28,3,899.88
1,79,14.0,3,23,3,0,1,0,399.0
0,79,15.0,3,16,98,2,0,0,815.99
0,80,14.0,0,16,50,0,0,0,427.99
1,79,13.4,2,29,66,0,21,3,674.98
0,78,14.0,0,16,0,1,21,0,629.99
3,80,15.6,2,84,129,0,4,1,161.1
3,69,15.6,7,4,98,2,0,4,921.99
1,76,14.0,0,131,4,1,0,1,199.0
11,80,17.0,0,14,0,0,10,2,85.0
11,68,17.0,1,142,3,3,49,3,699.99
0,78,16.0,10,150,0,1,5,2,629.97
1,80,14.0,0,16,0,0,0,1,379.99
1,71,15.0,2,84,129,0,4,1,242.1
1,70,14.0,1,151,46,1,0,2,944.0
1,79,14.0,0,69,159,2,1,1,225.0
1,50,13.3,0,12,0,0,0,2,599.0
9,73,15.6,0,142,31,1,0,2,880.95
5,80,12.4,2,4,0,0,8,2,469.0
1,76,14.0,2,2,31,0,0,0,206.95
1,80,13.3,2,2,2,0,4,3,299.99
3,76,14.0,0,7,0,0,0,3,779.49
23,73,15.6,3,18,3,2,0,3,800.0
3,79,15.6,0,23,81,0,0,0,527.99
4,79,14.0,2,25,0,0,0,2,325.0
24,74,17.3,1,16,160,2,0,3,999.99
1,77,15.0,3,29,70,2,0,1,499.0
1,74,14.0,0,6,0,0,16,2,699.0
2,78,17.3,2,67,3,1,1,3,999.95
2,78,14.0,0,29,5,0,0,0,379.99
3,78,14.0,0,6,0,0,1,2,619.99
1,80,14.0,2,2,3,0,1,0,215.26
1,80,14.0,0,23,3,0,1,0,299.0
0,80,15.6,0,29,161,2,0,0,662.99
25,79,15.6,0,14,162,2,0,2,44.45
3,79,15.6,2,4,0,0,0,3,454.33
1,70,14.0,2,23,5,0,0,1,329.0
1,80,14.0,0,39,3,0,1,0,271.66
1,73,14.0,2,19,3,0,1,1,214.0
2,76,16.0,0,16,12,2,5,3,800.0
2,77,13.4,0,30,15,0,5,2,864.49
5,79,13.5,0,14,0,0,3,3,959.99
3,72,15.6,0,16,0,0,0,2,789.99
0,75,14.0,2,6,0,0,0,3,429.99
1,77,14.0,2,6,0,0,5,3,459.33
2,80,15.6,5,66,5,0,0,3,249.22
3,80,14.0,0,12,6,0,5,3,767.99
3,80,14.0,2,2,163,1,0,3,495.0
0,77,14.0,2,23,5,0,0,0,269.95
1,75,15.6,2,2,2,0,0,0,197.95
0,78,14.0,2,10,6,0,0,0,224.95
1,78,14.0,2,84,129,2,4,1,174.79
1,80,14.603122508636531,2,10,6,0,4,1,184.45
3,80,16.0,0,152,164,0,5,2,899.99
0,80,16.0,0,6,0,0,5,3,899.99
1,79,14.603122508636531,5,33,3,1,1,3,429.99
3,77,13.5,0,6,0,0,23,4,649.99
0,77,14.0,2,25,5,0,5,3,285.0
3,76,14.0,2,78,5,0,0,3,349.99
1,77,14.0,2,4,0,0,0,3,377.4
0,71,14.0,0,16,0,0,21,1,624.95
1,80,14.0,0,18,3,0,1,0,290.46
1,75,14.0,2,4,0,0,0,3,562.49
1,77,15.6,2,2,2,0,0,0,269.95
1,76,14.0,2,2,6,0,0,0,224.95
0,78,14.0,0,16,0,0,21,0,644.95
2,70,15.6,5,153,3,1,1,3,250.0
1,75,15.6,0,39,6,0,0,4,329.99
0,75,14.0,5,33,5,0,0,2,279.0
1,80,14.0,0,18,6,0,0,3,319.99
0,78,14.0,0,2,91,0,0,1,275.99
1,80,14.0,0,16,0,0,0,4,400.0
0,80,15.6,0,39,165,2,0,0,341.1
3,74,15.6,2,33,5,0,0,2,319.0
0,78,14.0,0,12,0,0,33,3,854.99
4,80,15.6,0,16,162,2,22,4,929.0
4,80,14.0,2,154,3,1,0,3,299.0
1,80,14.0,0,4,0,0,10,3,679.0
1,78,15.6,2,2,2,0,0,0,292.46
2,80,15.6,2,25,5,0,0,3,374.99
3,78,14.0,2,6,0,0,0,3,480.0
1,78,14.0,0,19,6,0,4,1,499.0
2,76,14.0,2,4,0,0,11,3,549.5
3,76,15.6,0,118,166,1,0,3,879.49
1,79,14.0,0,18,5,0,0,0,229.99
1,79,16.0,0,12,5,0,5,2,850.0
3,77,15.6,2,25,5,0,4,2,329.99
0,77,14.603122508636531,2,38,3,0,4,1,152.95
3,72,14.0,2,2,2,0,0,0,224.95
1,77,15.6,3,7,58,2,5,4,749.99
0,80,15.6,3,16,86,2,0,4,909.99
1,78,14.0,0,2,2,0,27,0,354.99
1,78,14.0,3,155,5,0,0,1,279.0
0,79,14.0,3,14,0,0,5,0,919.99
0,80,15.6,1,25,3,1,1,3,299.0
1,74,15.0,2,18,75,2,0,1,268.99
0,78,14.0,0,1,6,0,0,1,391.46
1,80,17.3,0,14,5,0,5,4,499.99
0,70,15.0,0,4,50,0,0,1,383.99
1,77,14.0,2,10,1,0,0,4,199.99
1,75,15.6,2,4,5,0,0,3,369.99
1,67,14.1,5,126,134,0,46,1,145.0
1,78,14.0,0,16,0,0,5,4,729.99
3,80,15.0,2,16,0,0,0,4,509.99
1,76,14.0,0,4,0,0,0,3,490.0
0,77,15.6,2,118,127,2,18,1,180.0
5,74,12.4,2,6,0,0,8,2,649.99
3,77,17.3,0,38,167,2,0,1,332.1
1,77,14.0,0,16,0,0,16,4,599.99
1,79,13.3,0,16,0,1,29,4,739.99
1,79,14.0,0,4,0,0,0,2,999.0
3,71,16.0,0,16,0,0,9,4,774.95
1,78,13.3,0,2,2,0,0,3,274.98
1,76,13.0,2,2,2,0,0,0,215.95
0,78,14.0,2,33,3,0,1,2,309.26
3,80,12.5,0,38,6,0,1,1,225.0
0,74,15.6,2,39,1,0,23,0,269.1
0,76,15.6,2,83,168,2,18,0,269.1
1,79,14.0,2,2,5,0,0,1,179.0
0,66,15.6,2,25,5,0,0,3,320.0
1,80,14.0,0,29,114,0,0,0,479.0
0,80,14.0,5,126,6,0,50,1,179.1
9,77,16.0,0,7,0,1,11,4,869.99
2,77,15.6,0,14,0,0,0,2,548.88
20,74,14.1,0,6,0,0,0,2,674.99
1,77,15.6,2,1,3,0,1,2,499.0
0,73,14.0,0,4,50,0,0,1,378.99
0,79,17.3,0,4,169,2,0,3,949.99
1,80,15.6,0,16,12,2,29,1,969.0
0,78,14.0,0,2,91,0,0,0,259.99
2,79,17.3,2,4,3,2,0,2,859.0
3,78,15.6,2,156,5,0,0,2,319.99
1,79,14.0,2,4,170,0,0,1,299.99
1,69,13.3,2,157,5,0,4,3,315.0
3,80,14.0,2,6,0,0,51,3,500.0
0,77,14.0,0,16,50,0,21,1,611.99
1,79,14.0,0,18,3,0,1,0,346.86
2,73,14.5,2,12,0,0,11,2,799.99
5,80,13.0,0,6,0,0,24,2,939.0
0,31,15.6,2,68,3,1,1,3,497.97
1,80,15.6,3,60,171,2,1,0,489.0
1,64,14.0,2,19,172,0,4,1,199.99
1,69,13.3,0,2,2,0,0,0,225.0
1,73,14.0,1,9,3,1,1,4,260.0
0,77,13.3,2,23,5,0,0,0,279.99
1,80,15.6,0,12,0,0,0,3,829.99
7,80,14.0,2,16,0,0,0,3,509.15
3,80,16.0,0,6,164,0,5,2,764.99
3,78,15.6,0,33,3,0,1,0,365.66
5,77,12.3,0,4,0,0,40,3,529.99
0,79,14.0,0,158,173,0,5,2,859.0
1,80,14.0,0,29,5,0,0,3,399.0
1,76,13.0,0,29,124,1,5,1,451.99
1,79,15.0,0,16,174,1,0,4,529.99
1,80,15.6,2,4,3,0,1,2,429.99
1,80,13.3,0,6,0,1,29,4,769.99
3,78,17.3,2,4,3,2,1,1,529.77
2,80,17.3,2,6,5,0,0,3,379.99
1,65,15.6,0,2,5,0,4,4,349.99
2,77,17.3,2,4,9,2,0,3,749.0
3,71,14.603122508636531,1,51,3,1,1,3,549.88
1,68,15.6,3,7,3,0,0,2,950.0
0,48,14.0,0,4,0,0,0,3,377.97
0,80,15.6,0,39,175,2,0,0,332.1
1,73,15.6,2,4,0,1,52,4,339.99
5,77,15.0,0,18,3,2,1,3,499.98
1,70,14.0,0,18,5,0,0,4,449.99
1,79,14.1,1,9,3,1,1,3,598.8
0,78,14.0,2,4,0,0,0,2,418.47
1,80,14.0,2,4,0,1,4,3,489.99
1,71,14.0,1,159,3,1,1,3,749.99
1,80,15.6,2,2,176,2,0,2,399.99
1,78,14.0,0,7,0,1,0,4,559.99
1,78,15.6,3,155,177,2,0,4,499.99
1,80,14.0,2,2,3,0,1,0,234.06
1,79,17.3,3,60,178,2,1,0,699.0
0,80,14.0,0,23,5,0,0,3,449.0
0,80,14.0,2,98,172,0,22,1,256.45
0,75,15.6,2,29,66,0,0,3,581.56
3,78,15.6,2,18,179,0,0,3,283.05
1,71,13.4,0,14,0,0,5,4,869.99
3,77,13.3,0,1,3,1,0,3,480.69
0,75,15.6,0,69,89,2,0,0,341.1
1,80,15.6,0,2,3,0,1,0,328.06
0,55,14.0,2,66,5,0,0,3,300.0
0,70,14.0,0,7,0,2,5,3,290.0
1,80,15.6,3,107,180,2,0,4,499.99
1,53,14.0,2,33,81,0,4,0,179.99
0,80,15.6,2,4,0,0,0,3,468.71
4,77,14.0,2,4,0,0,0,3,499.0
1,79,13.3,2,2,5,0,0,0,229.0
11,80,15.6,3,7,0,0,0,3,584.0
1,76,14.0,2,12,5,1,0,4,539.99
1,74,14.0,1,146,3,3,36,1,499.99
1,80,14.603122508636531,2,38,181,0,1,1,175.0
0,73,16.0,0,7,77,2,10,3,949.0
0,80,14.0,2,4,3,0,1,2,393.86
1,65,14.0,2,33,5,0,4,2,379.99
1,77,15.6,3,18,182,0,53,4,549.99
3,79,15.6,0,29,162,2,0,3,850.0
0,40,15.6,2,160,0,0,1,3,749.99
0,71,14.0,0,39,119,0,0,1,211.99
3,77,15.6,0,39,1,0,0,1,275.0
3,75,14.0,2,28,183,0,0,2,499.99
1,80,13.3,2,2,2,0,0,0,260.95
0,76,15.6,0,12,13,2,0,2,649.49
0,80,14.0,0,6,50,0,5,1,599.99
3,78,17.3,2,4,0,0,0,0,349.45
1,72,15.6,2,161,184,0,27,2,375.0
1,66,11.6,5,34,185,0,4,1,108.99
9,76,14.603122508636531,1,9,3,1,1,4,852.99
2,75,16.0,2,6,0,0,0,3,533.32
2,78,16.0,0,14,0,0,21,3,799.99
1,73,14.0,0,16,0,1,0,0,369.99
3,79,15.6,2,33,5,0,0,2,332.75
3,58,14.603122508636531,0,2,3,1,1,3,899.95
1,70,13.3,0,12,0,0,0,2,624.95
0,79,14.0,0,23,81,0,0,4,373.99
1,76,14.0,2,2,75,2,4,1,187.99
13,80,15.6,0,29,3,0,1,1,369.99
5,68,12.3,2,1,4,0,40,2,599.0
1,80,14.0,0,29,5,1,0,1,299.99
3,80,15.6,0,14,0,1,0,3,499.99
5,80,13.5,2,4,0,0,3,3,800.0
3,77,15.6,2,33,5,0,0,2,329.75
1,80,14.0,2,162,15,2,5,3,425.0
26,43,13.0,0,39,186,2,54,3,829.99
0,78,14.0,0,16,0,0,5,4,719.99
0,73,14.0,5,47,3,0,4,2,209.99
1,80,14.0,3,16,0,0,0,4,99.99
3,78,14.0,0,10,1,0,0,0,272.24
1,67,14.0,0,7,0,0,0,3,729.99
3,72,16.0,0,7,0,0,10,2,849.0
0,76,13.0,0,16,50,0,45,0,881.99
4,74,16.0,0,14,11,2,10,3,981.0
1,80,15.6,0,27,9,2,0,3,779.99
1,79,15.6,0,69,187,2,27,1,285.0
0,78,15.6,2,33,5,0,0,3,399.99
1,77,14.0,2,45,15,0,5,2,475.0
1,79,14.0,3,18,188,2,0,4,450.0
2,79,15.6,0,56,12,2,0,3,750.0
0,75,15.6,2,14,0,0,0,2,813.7
1,74,15.6,5,33,5,0,4,3,429.99
1,69,14.0,2,18,5,0,0,4,349.99
0,76,13.3,5,66,5,0,0,3,276.66
4,80,15.6,4,6,9,2,0,3,639.0
7,80,15.6,2,6,13,2,0,2,550.0
0,80,13.3,2,4,72,0,5,2,469.99
1,76,14.0,3,16,0,0,0,4,99.99
0,80,15.6,3,2,3,0,1,0,359.99
5,75,13.0,0,4,50,0,24,1,614.99
1,68,14.0,0,18,5,0,0,1,279.99
1,80,14.0,0,23,3,0,1,0,299.0
3,80,15.6,0,23,5,0,0,3,424.99
3,79,15.6,2,2,3,0,1,3,229.99
3,73,15.6,2,4,0,0,4,2,474.99
3,39,13.3,0,16,0,0,55,3,669.37
3,77,17.3,2,84,189,0,18,1,206.1
3,79,14.0,3,29,3,1,1,4,835.66
0,72,14.1,2,98,172,0,18,0,242.1
1,77,14.0,0,14,0,0,10,4,99.99
1,75,14.0,0,29,5,0,0,0,349.99
3,80,14.0,2,4,0,0,0,3,475.0
1,80,14.0,0,4,0,0,0,3,388.26
1,75,14.0,0,4,0,0,0,2,780.0
3,73,14.0,2,12,0,1,0,0,429.99
3,73,15.6,5,38,3,0,1,3,195.99
0,80,15.6,2,33,5,0,4,2,329.89
1,78,15.6,7,60,70,2,0,4,649.99
4,80,14.0,0,16,12,2,0,3,900.0
0,77,11.6,5,35,15,0,4,3,128.59
3,80,14.0,0,74,190,0,0,3,329.99
3,80,15.6,0,6,0,0,0,3,560.0
1,80,15.6,3,18,133,0,16,0,439.0
0,80,12.5,5,38,113,0,1,1,210.0
1,77,14.603122508636531,7,36,3,0,1,4,929.66
3,76,15.6,7,7,0,0,0,2,770.0
3,77,14.0,2,4,0,0,0,2,550.0
3,74,13.3,0,6,3,0,1,4,649.45
4,72,17.3,2,163,5,0,18,2,499.99
1,77,13.3,1,164,3,3,56,0,899.99
14,76,14.0,2,2,4,0,0,4,349.99
1,79,14.0,0,6,0,0,0,3,699.0
1,77,15.6,0,2,2,0,0,0,278.95
4,80,15.6,2,4,0,0,0,2,389.0
13,80,14.0,0,4,0,0,1,1,349.99
0,77,14.0,0,2,2,0,0,0,314.96
1,77,15.6,2,25,5,9,0,2,336.99
1,75,14.0,2,23,5,0,0,0,305.96
3,79,15.6,0,165,0,1,28,2,749.0
3,77,13.3,2,29,66,0,16,2,819.99
5,80,12.0,0,16,50,0,40,1,542.99
14,75,14.1,0,4,0,0,0,2,359.99
1,77,15.6,2,2,2,0,0,0,269.95
3,80,13.5,2,24,5,0,23,0,399.55
10,79,10.0,0,1,3,0,5,3,855.3
1,80,15.6,2,4,5,0,0,2,389.0
0,77,14.0,2,10,6,0,0,0,251.95
3,80,15.6,2,10,6,0,0,3,500.0
0,79,15.6,0,45,22,2,0,3,575.0
9,78,15.6,0,7,191,0,0,2,799.99
0,80,14.0,2,166,192,10,57,2,388.95
1,79,14.0,2,2,3,0,1,0,205.86
1,76,15.0,2,2,2,0,0,0,314.96
1,79,14.0,0,29,3,0,1,0,393.86
3,79,17.3,2,4,0,0,18,2,629.99
2,78,17.3,2,4,12,2,0,2,780.0
3,79,15.0,2,83,193,0,0,1,242.1
1,77,14.0,0,2,5,1,0,4,800.0
5,79,13.5,2,6,0,0,3,2,825.0
4,78,15.6,2,146,0,0,7,2,370.0
1,78,14.0,2,4,0,0,0,3,499.99
1,75,15.6,2,2,2,0,0,0,350.96
0,75,14.0,2,4,0,0,1,1,469.06
0,76,16.0,2,12,0,0,5,3,589.88
1,78,15.6,3,60,171,2,1,0,549.0
3,80,14.0,3,87,78,0,7,4,479.95
0,80,14.0,2,4,50,0,0,0,449.96
1,62,14.0,0,7,0,0,0,4,644.95
4,78,13.5,2,23,3,1,3,2,325.0
0,75,14.0,2,29,5,0,0,0,314.96
1,78,12.5,2,10,6,0,0,0,220.45
1,69,15.6,0,16,0,0,0,4,949.99
0,78,12.5,2,19,172,0,4,0,184.45
1,79,17.3,0,60,178,2,1,0,649.0
0,79,14.0,0,167,63,2,0,3,564.98
1,65,14.0,0,18,5,0,0,0,329.99
0,77,14.5,0,10,1,0,1,1,175.99
0,73,15.6,2,168,0,0,0,3,749.99
3,80,14.603122508636531,1,169,22,2,0,2,699.0
5,74,13.5,2,4,0,0,3,3,529.99
2,78,14.0,2,6,0,0,11,3,549.99
0,80,15.6,2,25,5,0,0,3,250.99
1,74,15.6,1,170,3,3,36,3,499.99
5,80,13.5,0,6,0,0,3,2,899.0
1,79,13.3,2,16,3,2,1,4,604.99
1,51,14.0,0,171,5,0,0,3,378.49
1,78,15.6,0,69,6,0,16,3,299.99
7,80,15.6,2,6,13,2,0,2,569.95
3,76,15.6,2,34,23,0,47,2,299.99
3,67,12.5,2,83,129,0,4,1,242.1
3,79,15.6,0,4,0,0,0,3,449.99
0,72,12.5,2,38,6,0,4,1,198.0
3,74,14.0,2,69,194,2,0,1,295.0
0,79,17.3,0,24,5,0,0,3,400.0
3,77,15.6,0,34,195,0,58,2,499.99
1,80,16.0,0,7,0,0,5,3,799.88
0,80,14.0,0,4,0,0,0,2,379.99
1,79,15.6,0,11,196,2,1,0,375.06
1,80,14.0,0,14,0,0,10,4,199.99
0,75,14.0,2,29,5,0,0,0,305.96
1,77,15.6,3,7,0,0,0,4,179.99
1,79,17.3,0,48,3,2,18,2,999.0
2,77,14.603122508636531,11,51,3,1,1,3,709.88
1,76,14.0,0,16,0,0,16,0,449.99
3,80,15.6,2,4,0,0,0,2,400.0
0,78,14.0,0,45,15,0,13,3,559.99
3,79,14.603122508636531,2,4,3,0,1,4,799.2
3,80,17.3,2,4,197,0,18,2,539.99
1,79,14.0,0,18,2,0,0,3,330.0
1,80,13.4,3,29,124,0,5,1,614.99
1,75,15.6,0,23,5,0,4,0,386.96
1,80,14.0,0,16,3,0,1,4,422.06
0,79,16.0,0,12,20,2,10,3,95.0
1,78,14.0,0,4,0,0,0,3,429.95
3,73,15.6,2,4,0,0,0,2,559.99
1,80,15.6,3,26,77,2,29,2,0.0
1,77,14.0,0,29,5,0,0,4,749.99
0,79,13.0,0,14,50,0,5,0,671.99
3,77,15.0,0,14,50,0,0,1,479.99
1,79,15.6,0,16,198,2,5,3,499.99
1,80,13.3,2,172,2,0,0,3,317.95
0,80,14.0,3,173,199,0,5,2,944.99
0,72,14.1,2,39,1,0,0,0,242.1
4,78,14.0,0,4,0,0,0,3,759.99
1,78,15.6,3,60,171,2,1,0,549.0
1,79,15.6,3,107,200,2,1,4,377.99
1,72,14.0,0,14,0,0,0,0,489.99
1,71,15.0,2,38,97,0,4,1,242.1
2,75,15.6,2,66,5,0,0,3,319.99
1,77,15.6,2,4,0,0,0,1,549.0
3,80,15.6,2,4,0,0,1,2,459.0
1,79,13.3,2,23,5,0,0,3,254.99
3,80,17.0,3,69,201,2,0,1,515.0
3,80,15.6,0,14,0,0,0,3,499.99
1,78,13.4,3,16,0,0,29,4,801.71
0,80,14.0,2,33,5,0,0,2,362.74
5,78,12.3,2,4,0,0,40,3,450.0
0,80,15.6,2,33,5,0,4,3,340.0
3,70,14.603122508636531,1,51,3,1,1,3,499.88
7,79,14.0,2,33,0,0,0,3,349.99
3,80,14.0,1,174,3,1,1,4,528.71
26,77,18.0,3,26,202,2,0,2,320.0
3,80,13.3,0,11,203,0,0,1,495.0
3,75,14.0,2,78,5,0,0,2,549.99
1,76,17.3,0,48,3,2,18,2,999.0
1,72,15.6,0,23,140,2,0,4,649.99
3,76,14.603122508636531,0,10,17,0,59,1,199.0
0,72,14.0,2,6,0,0,0,3,397.71
1,80,15.6,2,4,5,0,0,2,414.75
0,74,14.0,2,10,1,0,4,0,242.1
3,80,15.6,0,7,0,0,1,2,807.46
0,72,15.6,2,6,5,0,0,0,719.95
1,68,13.3,2,4,3,1,1,3,499.99
0,80,14.0,2,129,204,0,4,0,180.0
3,74,15.6,2,69,97,0,4,0,306.55
1,80,15.6,0,29,171,2,0,3,754.8
1,72,14.0,5,33,5,1,4,3,374.99
3,66,15.0,0,16,50,0,0,1,459.99
1,62,15.0,0,16,50,0,0,1,332.99
1,73,14.603122508636531,2,126,134,0,46,1,135.0
1,55,13.4,0,14,0,0,0,0,800.0
1,76,15.6,1,9,3,1,1,3,199.99
3,76,14.0,0,175,4,0,27,3,350.0
3,71,14.0,0,2,2,0,0,0,215.95
3,80,15.6,2,156,5,1,0,2,324.0
0,80,14.0,5,35,15,0,4,2,199.99
1,80,15.6,2,6,5,0,0,2,416.99
1,80,13.3,0,18,3,0,1,0,337.46
1,65,14.0,0,18,5,0,0,0,329.99
0,79,14.0,5,33,5,0,0,2,379.0
1,79,16.0,0,7,0,1,5,0,599.99
1,78,13.3,0,4,0,0,0,4,749.99
1,79,15.6,0,4,0,0,0,2,519.0
1,79,17.3,0,48,3,2,18,2,929.99
13,53,15.6,2,74,3,1,1,3,434.97
3,80,15.6,2,33,5,0,0,2,348.95
3,80,15.6,0,7,0,0,1,2,779.99
1,79,14.0,0,18,5,0,0,0,249.99
0,67,14.0,5,34,205,0,4,2,169.99
1,77,14.0,0,16,0,0,5,4,649.99
5,50,12.3,2,10,6,0,40,3,429.0
2,76,15.6,2,176,3,0,1,2,449.99
9,78,15.6,0,14,0,0,0,4,699.99
0,80,13.0,0,4,50,0,5,1,479.99
0,74,15.6,2,4,0,0,0,2,428.98
0,80,15.6,0,16,206,2,0,3,989.99
5,80,12.4,5,23,5,0,8,2,269.99
2,50,15.6,1,18,3,0,1,3,750.0
0,78,12.5,0,19,172,0,27,1,270.0
1,62,14.0,0,60,6,0,0,2,599.0
0,76,14.0,0,16,0,0,5,0,649.99
1,79,13.3,0,14,0,0,10,4,199.99
11,80,15.0,2,177,34,1,0,2,494.99
3,79,14.0,5,34,23,1,1,2,209.0
1,79,13.0,2,1,2,0,0,1,250.0
2,77,17.3,2,6,0,0,23,2,509.0
3,76,14.0,2,12,0,1,0,0,419.99
3,76,16.1,0,7,77,2,0,2,149.49
3,78,15.0,0,75,207,2,18,0,297.0
1,75,15.6,2,23,5,0,4,4,329.99
1,79,12.5,2,10,6,0,4,0,215.95
9,79,15.6,0,16,0,0,0,3,724.99
1,76,16.0,2,6,50,0,5,3,509.99
3,77,15.6,7,7,0,0,0,2,750.0
1,79,14.0,0,4,0,0,10,4,699.99
0,80,15.6,0,38,208,2,7,1,385.0
3,51,15.6,2,33,3,0,1,3,355.97
1,80,13.3,0,4,0,0,0,4,649.99
0,60,13.3,5,66,5,0,0,2,29.99
2,80,14.0,0,29,5,0,0,3,599.99
0,80,13.3,2,23,5,1,0,0,289.99
11,70,15.6,1,0,3,3,36,0,549.99
5,79,12.4,2,6,0,0,8,2,699.99
0,36,14.0,5,34,3,1,1,3,275.0
1,78,15.6,0,7,3,0,0,2,989.99
3,77,14.0,0,25,5,0,7,4,519.95
3,79,15.6,0,16,0,0,0,2,699.99
0,77,16.0,0,67,15,0,5,2,599.88
3,76,14.0,0,14,209,2,5,1,733.99
3,80,15.0,5,84,210,2,30,1,189.0
0,72,14.0,2,4,0,0,0,2,408.0
1,70,13.4,2,6,0,0,5,2,599.0
